"time_elapsed","temp"
"00:03:51",3.42
"00:03:52",3.21
"00:03:53",3.12
"00:03:53",3.29
"00:03:54",3.29
"00:03:55",3.27
"00:03:56",3.42
"00:03:57",3.07
"00:03:58",3.35
"00:03:58",3.18
"00:03:59",3.23
"00:04:00",3.32
"00:04:01",3.37
"00:04:02",3.26
"00:04:03",3.2
"00:04:03",3.12
"00:04:04",3.04
"00:04:05",3.3
"00:04:06",3.23
"00:04:07",3.29
"00:04:07",3.26
"00:04:08",3.26
"00:04:09",3.41
"00:04:10",3.33
"00:04:11",3.38
"00:04:12",3.05
"00:04:12",3.28
"00:04:13",3.29
"00:04:14",3.33
"00:04:15",3.34
"00:04:16",3.13
"00:04:17",3.2
"00:04:17",3.27
"00:04:18",3.26
"00:04:19",3.27
"00:04:20",3.26
"00:04:21",3.41
"00:04:22",3.12
"00:04:22",3.14
"00:04:23",3.26
"00:04:24",3.33
"00:04:25",3.28
"00:04:26",3.26
"00:04:27",3.35
"00:04:27",3.27
"00:04:28",3.12
"00:04:29",3.39
"00:04:30",3.31
"00:04:31",3.31
"00:04:31",3.17
"00:04:32",3.38
"00:04:33",3.28
"00:04:34",3.31
"00:04:35",3.37
"00:04:36",3.39
"00:04:36",3.28
"00:04:37",3.3
"00:04:38",3.28
"00:04:39",3.29
"00:04:40",3.26
"00:04:41",2.92
"00:04:41",3.34
"00:04:42",3.22
"00:04:43",3.32
"00:04:44",3.24
"00:04:45",3.24
"00:04:46",3.25
"00:04:46",3.38
"00:04:47",3.27
"00:04:48",3.2
"00:04:49",3.28
"00:04:50",3.19
"00:04:51",3.22
"00:04:51",3.13
"00:04:52",3.25
"00:04:53",3.18
"00:04:54",3.37
"00:04:55",3.37
"00:04:56",3.18
"00:04:56",3.24
"00:04:57",3.22
"00:04:58",3.46
"00:04:59",3.51
"00:05:00",3.45
"00:05:00",3.06
"00:05:01",3.45
"00:05:02",3.28
"00:05:03",3.25
"00:05:04",3.18
"00:05:05",3.39
"00:05:05",3.35
"00:05:06",3.21
"00:05:07",3.01
"00:05:08",3.29
"00:05:09",3.29
"00:05:10",3.39
"00:05:10",3.04
"00:05:11",3.25
"00:05:12",3.21
"00:05:13",3.25
"00:05:14",3.45
"00:05:15",3.42
"00:05:15",3.03
"00:05:16",3.26
"00:05:17",3.4
"00:05:18",3.35
"00:05:19",3.17
"00:05:20",3.23
"00:05:20",3.44
"00:05:21",3.66
"00:05:22",3.58
"00:05:23",3.52
"00:05:24",3.2
"00:05:25",3.01
"00:05:25",3.2
"00:05:26",3.22
"00:05:27",3.44
"00:05:28",3.31
"00:05:29",3.23
"00:05:29",3.08
"00:05:30",3.28
"00:05:31",3.35
"00:05:32",3.31
"00:05:33",2.96
"00:05:34",3.24
"00:05:34",3.3
"00:05:35",3.22
"00:05:36",3.23
"00:05:37",3.15
"00:05:38",3.4
"00:05:39",3.27
"00:05:39",3.14
"00:05:40",3.09
"00:05:41",3.34
"00:05:42",3.3
"00:05:43",3.24
"00:05:44",3.32
"00:05:44",3.18
"00:05:45",3.38
"00:05:46",3.37
"00:05:47",3.23
"00:05:48",3.26
"00:05:49",3.25
"00:05:49",3.48
"00:05:50",3.31
"00:05:51",3.34
"00:05:52",3.18
"00:05:53",3.2
"00:05:53",3.34
"00:05:54",3.27
"00:05:55",3.42
"00:05:56",3.18
"00:05:57",3.17
"00:05:58",3.34
"00:05:58",3.11
"00:05:59",3.3
"00:06:00",3.22
"00:06:01",3.27
"00:06:02",3.44
"00:06:03",3.2
"00:06:03",3.21
"00:06:04",3.32
"00:06:05",3.27
"00:06:06",3.13
"00:06:07",3.32
"00:06:08",3.2
"00:06:08",3.21
"00:06:09",3.51
"00:06:10",3.38
"00:06:11",3.16
"00:06:12",3.24
"00:06:13",3.46
"00:06:13",3.26
"00:06:14",3.3
"00:06:15",3.27
"00:06:16",3.3
"00:06:17",3.3
"00:06:18",3.25
"00:06:18",3.16
"00:06:19",3.23
"00:06:20",3.52
"00:06:21",3.22
"00:06:22",3.36
"00:06:22",3.23
"00:06:23",3.34
"00:06:24",3.22
"00:06:25",3.33
"00:06:26",3.3
"00:06:27",3.32
"00:06:27",3.04
"00:06:28",3.38
"00:06:29",3.17
"00:06:30",3.25
"00:06:31",3.26
"00:06:32",3.38
"00:06:32",3.34
"00:06:33",3.28
"00:06:34",3.4
"00:06:35",3.34
"00:06:36",3.31
"00:06:37",3.16
"00:06:37",3.25
"00:06:38",3.24
"00:06:39",3.33
"00:06:40",3.14
"00:06:41",3.28
"00:06:42",3.39
"00:06:42",3.2
"00:06:43",3.3
"00:06:44",3.25
"00:06:45",3.34
"00:06:46",3.15
"00:06:47",3.26
"00:06:47",3.34
"00:06:48",3.19
"00:06:49",3.45
"00:06:50",3.24
"00:06:51",3.26
"00:06:51",3.22
"00:06:52",3.45
"00:06:53",3.33
"00:06:54",3.19
"00:06:55",3.24
"00:06:56",3.43
"00:06:56",3.2
"00:06:57",3.14
"00:06:58",3.11
"00:06:59",3.4
"00:07:00",3.25
"00:07:01",3.21
"00:07:01",3.15
"00:07:02",3.33
"00:07:03",3.36
"00:07:04",3.53
"00:07:05",3.14
"00:07:06",3.49
"00:07:06",3.34
"00:07:07",3.26
"00:07:08",3.28
"00:07:09",3.31
"00:07:10",3.38
"00:07:11",3.35
"00:07:11",3.26
"00:07:12",3.53
"00:07:13",3.24
"00:07:14",3.48
"00:07:15",3.32
"00:07:15",3.15
"00:07:16",3.26
"00:07:17",3.3
"00:07:18",3.43
"00:07:19",3.13
"00:07:20",3.24
"00:07:20",3.34
"00:07:21",3.22
"00:07:22",3.33
"00:07:23",3.42
"00:07:24",3.35
"00:07:25",3.44
"00:07:25",3.04
"00:07:26",3.15
"00:07:27",3.47
"00:07:28",3.41
"00:07:29",3.36
"00:07:30",3.28
"00:07:30",3.09
"00:07:31",3.21
"00:07:32",3.51
"00:07:33",3.4
"00:07:34",3.24
"00:07:35",3.32
"00:07:35",3.4
"00:07:36",3.15
"00:07:37",3.25
"00:07:38",3.27
"00:07:39",3.11
"00:07:39",3.31
"00:07:40",3.31
"00:07:41",3.3
"00:07:42",3.29
"00:07:43",3.18
"00:07:44",3.51
"00:07:44",3.29
"00:07:45",3.44
"00:07:46",3.19
"00:07:47",3.34
"00:07:48",3.33
"00:07:49",3.31
"00:07:49",3.28
"00:07:50",3.21
"00:07:51",3.23
"00:07:52",3.36
"00:07:53",3.3
"00:07:54",3.23
"00:07:54",3.43
"00:07:55",3.42
"00:07:56",3.34
"00:07:57",3.14
"00:07:58",3.26
"00:07:59",3.57
"00:07:59",3.44
"00:08:00",3.4
"00:08:01",3.12
"00:08:02",3.23
"00:08:03",3.3
"00:08:04",3.42
"00:08:04",3.43
"00:08:05",3.37
"00:08:06",3.3
"00:08:07",3.32
"00:08:08",3.41
"00:08:08",3.23
"00:08:09",3.32
"00:08:10",3.36
"00:08:11",3.38
"00:08:12",3.43
"00:08:13",3.29
"00:08:13",3.57
"00:08:14",3.43
"00:08:15",3.14
"00:08:16",3.17
"00:08:17",3.3
"00:08:18",3.37
"00:08:18",3.34
"00:08:19",3.17
"00:08:20",3.13
"00:08:21",3.07
"00:08:22",3.28
"00:08:23",3.4
"00:08:23",3.28
"00:08:24",3.3
"00:08:25",3.4
"00:08:26",3.4
"00:08:27",3.36
"00:08:28",3.31
"00:08:28",3.43
"00:08:29",3.31
"00:08:30",3.19
"00:08:31",3.44
"00:08:32",3.33
"00:08:33",3.2
"00:08:33",3.28
"00:08:34",3.33
"00:08:35",3.23
"00:08:36",3.25
"00:08:37",3.19
"00:08:37",3.32
"00:08:38",3.32
"00:08:39",3.42
"00:08:40",3.15
"00:08:41",3.34
"00:08:42",3.36
"00:08:42",3.42
"00:08:43",3.21
"00:08:44",3.42
"00:08:45",3.2
"00:08:46",3.27
"00:08:47",3.31
"00:08:47",3.48
"00:08:48",3.36
"00:08:49",3.33
"00:08:50",3.14
"00:08:51",3.26
"00:08:52",3.37
"00:08:52",3.32
"00:08:53",3.48
"00:08:54",3.25
"00:08:55",3.15
"00:08:56",3.33
"00:08:57",3.36
"00:08:57",3.15
"00:08:58",3.19
"00:08:59",3.15
"00:09:00",3.17
"00:09:01",3.28
"00:09:01",3.45
"00:09:02",3.17
"00:09:03",3.27
"00:09:04",3.33
"00:09:05",3.3
"00:09:06",3.31
"00:09:06",3.52
"00:09:07",3.31
"00:09:08",3.45
"00:09:09",3.23
"00:09:10",3.43
"00:09:11",3.13
"00:09:11",3.4
"00:09:12",3.39
"00:09:13",3.29
"00:09:14",3.41
"00:09:15",3.18
"00:09:16",3.22
"00:09:16",3.1
"00:09:17",3.29
"00:09:18",3.36
"00:09:19",3.33
"00:09:20",3.35
"00:09:21",3.31
"00:09:21",3.43
"00:09:22",3.33
"00:09:23",3.2
"00:09:24",3.33
"00:09:25",3.3
"00:09:26",3.44
"00:09:26",3.19
"00:09:27",3.17
"00:09:28",3.38
"00:09:29",3.62
"00:09:30",3.2
"00:09:30",3.27
"00:09:31",3.4
"00:09:32",3.23
"00:09:33",3.59
"00:09:34",3.36
"00:09:35",3.34
"00:09:35",3.22
"00:09:36",3.19
"00:09:37",3.32
"00:09:38",3.3
"00:09:39",3.27
"00:09:40",3.41
"00:09:40",3.36
"00:09:41",3.29
"00:09:42",3.45
"00:09:43",3.22
"00:09:44",3.25
"00:09:45",3.28
"00:09:45",3.36
"00:09:46",3.15
"00:09:47",3.16
"00:09:48",3.29
"00:09:49",3.31
"00:09:50",3.44
"00:09:50",3.33
"00:09:51",3.15
"00:09:52",3.54
"00:09:53",3.54
"00:09:54",3.46
"00:09:54",3.56
"00:09:55",3.34
"00:09:56",3.33
"00:09:57",3.16
"00:09:58",3.3
"00:09:59",3.34
"00:09:59",3.29
"00:10:00",3.14
"00:10:01",3.61
"00:10:02",3.36
"00:10:03",3.4
"00:10:04",3.36
"00:10:04",3.43
"00:10:05",3.35
"00:10:06",3.47
"00:10:07",3.47
"00:10:08",3.38
"00:10:09",3.18
"00:10:09",3.32
"00:10:10",3.18
"00:10:11",3.42
"00:10:12",3.38
"00:10:13",3.22
"00:10:14",3.22
"00:10:14",3.38
"00:10:15",3.37
"00:10:16",3.25
"00:10:17",3.4
"00:10:18",3.33
"00:10:19",3.21
"00:10:19",3.41
"00:10:20",3.48
"00:10:21",3.24
"00:10:22",3.36
"00:10:23",3.33
"00:10:23",3.19
"00:10:24",3.37
"00:10:25",3.37
"00:10:26",3.36
"00:10:27",3.23
"00:10:28",3.41
"00:10:28",3.34
"00:10:29",3.44
"00:10:30",3.56
"00:10:31",3.31
"00:10:32",3.41
"00:10:33",3.43
"00:10:33",3.44
"00:10:34",3.53
"00:10:35",3.39
"00:10:36",3.33
"00:10:37",3.14
"00:10:38",3.41
"00:10:38",3.47
"00:10:39",3.45
"00:10:40",3.5
"00:10:41",3.24
"00:10:42",3.39
"00:10:43",3.32
"00:10:43",3.37
"00:10:44",3.3
"00:10:45",3.31
"00:10:46",3.49
"00:10:47",3.46
"00:10:47",3.48
"00:10:48",3.56
"00:10:49",3.45
"00:10:50",3.33
"00:10:51",3.34
"00:10:52",3.39
"00:10:52",3.56
"00:10:53",3.2
"00:10:54",3.3
"00:10:55",3.26
"00:10:56",3.46
"00:10:57",3.24
"00:10:57",3.3
"00:10:58",3.36
"00:10:59",3.22
"00:11:00",3.44
"00:11:01",3.52
"00:11:02",3.33
"00:11:02",3.33
"00:11:03",3.37
"00:11:04",3.32
"00:11:05",3.27
"00:11:06",3.5
"00:11:07",3.27
"00:11:07",3.26
"00:11:08",3.15
"00:11:09",3.53
"00:11:10",3.3
"00:11:11",3.3
"00:11:12",3.2
"00:11:12",3.3
"00:11:13",3.46
"00:11:14",3.4
"00:11:15",3.33
"00:11:16",3.41
"00:11:16",3.54
"00:11:17",3.54
"00:11:18",3.26
"00:11:19",3.33
"00:11:20",3.49
"00:11:21",3.38
"00:11:21",3.42
"00:11:22",3.13
"00:11:23",3.26
"00:11:24",3.55
"00:11:25",3.28
"00:11:26",3.26
"00:11:26",3.4
"00:11:27",3.42
"00:11:28",3.36
"00:11:29",3.39
"00:11:30",3.47
"00:11:31",3.41
"00:11:31",3.53
"00:11:32",3.16
"00:11:33",3.36
"00:11:34",3.39
"00:11:35",3.41
"00:11:36",3.51
"00:11:36",3.5
"00:11:37",3.3
"00:11:38",3.34
"00:11:39",3.42
"00:11:40",3.61
"00:11:40",3.47
"00:11:41",3.58
"00:11:42",3.4
"00:11:43",3.21
"00:11:44",3.48
"00:11:45",3.41
"00:11:45",3.34
"00:11:46",3.28
"00:11:47",3.44
"00:11:48",3.31
"00:11:49",3.44
"00:11:50",3.34
"00:11:50",3.34
"00:11:51",3.21
"00:11:52",3.36
"00:11:53",3.23
"00:11:54",3.37
"00:11:55",3.33
"00:11:55",3.31
"00:11:56",3.44
"00:11:57",3.45
"00:11:58",3.33
"00:11:59",3.29
"00:12:00",3.51
"00:12:00",3.29
"00:12:01",3.2
"00:12:02",3.36
"00:12:03",3.1
"00:12:04",3.33
"00:12:05",3.33
"00:12:05",3.38
"00:12:06",3.22
"00:12:07",3.46
"00:12:08",3.26
"00:12:09",3.28
"00:12:09",3.43
"00:12:10",3.37
"00:12:11",3.29
"00:12:12",3.23
"00:12:13",3.44
"00:12:14",3.21
"00:12:14",3.31
"00:12:15",3.55
"00:12:16",3.3
"00:12:17",3.62
"00:12:18",3.32
"00:12:19",3.26
"00:12:19",3.43
"00:12:20",3.4
"00:12:21",3.31
"00:12:22",3.36
"00:12:23",3.41
"00:12:24",3.6
"00:12:24",3.46
"00:12:25",3.31
"00:12:26",3.44
"00:12:27",3.44
"00:12:28",3.44
"00:12:29",3.41
"00:12:29",3.4
"00:12:30",3.29
"00:12:31",3.22
"00:12:32",3.42
"00:12:33",3.42
"00:12:33",3.16
"00:12:34",3.37
"00:12:35",3.26
"00:12:36",3.38
"00:12:37",3.42
"00:12:38",3.21
"00:12:38",3.04
"00:12:39",3.31
"00:12:40",3.46
"00:12:41",3.34
"00:12:42",3.44
"00:12:43",3.3
"00:12:43",3.37
"00:12:44",3.46
"00:12:45",3.32
"00:12:46",3.56
"00:12:47",3.29
"00:12:48",3.36
"00:12:48",3.3
"00:12:49",3.37
"00:12:50",3.39
"00:12:51",3.44
"00:12:52",3.12
"00:12:53",3.35
"00:12:53",3.43
"00:12:54",3.4
"00:12:55",3.34
"00:12:56",3.39
"00:12:57",3.37
"00:12:58",3.41
"00:12:58",3.43
"00:12:59",3.42
"00:13:00",3.27
"00:13:01",3.38
"00:13:02",3.37
"00:13:02",3.44
"00:13:03",3.43
"00:13:04",3.39
"00:13:05",3.34
"00:13:06",3.37
"00:13:07",3.34
"00:13:07",3.28
"00:13:08",3.4
"00:13:09",3.48
"00:13:10",3.45
"00:13:11",3.33
"00:13:12",3.4
"00:13:12",3.39
"00:13:13",3.41
"00:13:14",3.5
"00:13:15",3.21
"00:13:16",3.54
"00:13:17",3.4
"00:13:17",3.3
"00:13:18",3.44
"00:13:19",3.37
"00:13:20",3.33
"00:13:21",3.32
"00:13:22",3.35
"00:13:22",3.3
"00:13:23",3.25
"00:13:24",3.54
"00:13:25",3.27
"00:13:26",3.44
"00:13:26",3.57
"00:13:27",3.43
"00:13:28",3.55
"00:13:29",3.26
"00:13:30",3.31
"00:13:31",3.34
"00:13:31",3.43
"00:13:32",3.36
"00:13:33",3.41
"00:13:34",3.25
"00:13:35",3.52
"00:13:36",3.5
"00:13:36",3.43
"00:13:37",3.48
"00:13:38",3.5
"00:13:39",3.48
"00:13:40",3.27
"00:13:41",3.31
"00:13:41",3.6
"00:13:42",3.51
"00:13:43",3.31
"00:13:44",3.47
"00:13:45",3.67
"00:13:46",3.46
"00:13:46",3.52
"00:13:47",3.38
"00:13:48",3.44
"00:13:49",3.4
"00:13:50",3.43
"00:13:51",3.44
"00:13:51",3.28
"00:13:52",3.54
"00:13:53",3.19
"00:13:54",3.35
"00:13:55",3.25
"00:13:55",3.31
"00:13:56",3.38
"00:13:57",3.36
"00:13:58",3.36
"00:13:59",3.41
"00:14:00",3.38
"00:14:00",3.12
"00:14:01",3.38
"00:14:02",3.44
"00:14:03",3.48
"00:14:04",3.29
"00:14:05",3.47
"00:14:05",3.44
"00:14:06",3.33
"00:14:07",3.43
"00:14:08",3.43
"00:14:09",3.5
"00:14:10",3.37
"00:14:10",3.5
"00:14:11",3.45
"00:14:12",3.55
"00:14:13",3.48
"00:14:14",3.56
"00:14:15",3.39
"00:14:15",3.52
"00:14:16",3.36
"00:14:17",3.34
"00:14:18",3.4
"00:14:19",3.44
"00:14:20",3.45
"00:14:20",3.49
"00:14:21",3.47
"00:14:22",3.59
"00:14:23",3.5
"00:14:24",3.21
"00:14:24",3.65
"00:14:25",3.49
"00:14:26",3.44
"00:14:27",3.46
"00:14:28",3.34
"00:14:29",3.37
"00:14:29",3.36
"00:14:30",3.32
"00:14:31",3.49
"00:14:32",3.5
"00:14:33",3.38
"00:14:34",3.37
"00:14:34",3.29
"00:14:35",3.34
"00:14:36",3.55
"00:14:37",3.29
"00:14:38",3.15
"00:14:39",3.42
"00:14:39",3.72
"00:14:40",3.42
"00:14:41",3.47
"00:14:42",3.29
"00:14:43",3.38
"00:14:44",3.27
"00:14:44",3.54
"00:14:45",3.31
"00:14:46",3.61
"00:14:47",3.34
"00:14:48",3.3
"00:14:48",3.58
"00:14:49",3.39
"00:14:50",3.36
"00:14:51",3.4
"00:14:52",3.3
"00:14:53",3.19
"00:14:53",3.3
"00:14:54",3.46
"00:14:55",3.37
"00:14:56",3.52
"00:14:57",3.55
"00:14:58",3.46
"00:14:58",3.3
"00:14:59",3.5
"00:15:00",3.41
"00:15:01",3.24
"00:15:02",3.16
"00:15:03",3.36
"00:15:03",3.22
"00:15:04",3.21
"00:15:05",3.53
"00:15:06",3.56
"00:15:07",3.36
"00:15:08",3.33
"00:15:08",3.45
"00:15:09",3.48
"00:15:10",3.5
"00:15:11",3.43
"00:15:12",3.46
"00:15:13",3.26
"00:15:13",3.47
"00:15:14",3.49
"00:15:15",3.5
"00:15:16",3.67
"00:15:17",3.37
"00:15:17",3.48
"00:15:18",3.37
"00:15:19",3.51
"00:15:20",3.34
"00:15:21",3.21
"00:15:22",3.64
"00:15:22",3.29
"00:15:23",3.61
"00:15:24",3.37
"00:15:25",3.39
"00:15:26",3.37
"00:15:27",3.5
"00:15:27",3.43
"00:15:28",3.29
"00:15:29",3.35
"00:15:30",3.28
"00:15:31",3.4
"00:15:32",3.52
"00:15:32",3.61
"00:15:33",3.41
"00:15:34",3.42
"00:15:35",3.23
"00:15:36",3.54
"00:15:37",3.4
"00:15:37",3.71
"00:15:38",3.31
"00:15:39",3.35
"00:15:40",3.24
"00:15:41",3.47
"00:15:41",3.48
"00:15:42",3.3
"00:15:43",3.56
"00:15:44",3.36
"00:15:45",3.37
"00:15:46",3.39
"00:15:46",3.54
"00:15:47",3.48
"00:15:48",3.36
"00:15:49",3.56
"00:15:50",3.34
"00:15:51",3.36
"00:15:51",3.45
"00:15:52",3.44
"00:15:53",3.31
"00:15:54",3.34
"00:15:55",3.51
"00:15:56",3.41
"00:15:56",3.5
"00:15:57",3.38
"00:15:58",3.38
"00:15:59",3.4
"00:16:00",3.58
"00:16:01",3.41
"00:16:01",3.35
"00:16:02",3.32
"00:16:03",3.41
"00:16:04",3.45
"00:16:05",3.39
"00:16:06",3.27
"00:16:06",3.2
"00:16:07",3.42
"00:16:08",3.4
"00:16:09",3.35
"00:16:10",3.5
"00:16:10",3.38
"00:16:11",3.56
"00:16:12",3.45
"00:16:13",3.23
"00:16:14",3.42
"00:16:15",3.55
"00:16:15",3.59
"00:16:16",3.35
"00:16:17",3.39
"00:16:18",3.51
"00:16:19",3.21
"00:16:20",3.57
"00:16:20",3.13
"00:16:21",3.58
"00:16:22",3.44
"00:16:23",3.39
"00:16:24",3.64
"00:16:25",3.43
"00:16:25",3.46
"00:16:26",3.62
"00:16:27",3.43
"00:16:28",3.42
"00:16:29",3.61
"00:16:30",3.46
"00:16:30",3.58
"00:16:31",3.6
"00:16:32",3.59
"00:16:33",3.21
"00:16:34",3.38
"00:16:35",3.38
"00:16:35",3.67
"00:16:36",3.47
"00:16:37",3.6
"00:16:38",3.54
"00:16:39",3.28
"00:16:39",3.52
"00:16:40",3.41
"00:16:41",3.23
"00:16:42",3.36
"00:16:43",3.38
"00:16:44",3.56
"00:16:44",3.33
"00:16:45",3.39
"00:16:46",3.45
"00:16:47",3.28
"00:16:48",3.44
"00:16:49",3.59
"00:16:49",3.49
"00:16:50",3.44
"00:16:51",3.38
"00:16:52",3.26
"00:16:53",3.51
"00:16:54",3.54
"00:16:54",3.55
"00:16:55",3.34
"00:16:56",3.64
"00:16:57",3.53
"00:16:58",3.43
"00:16:59",3.13
"00:16:59",3.29
"00:17:00",3.37
"00:17:01",3.57
"00:17:02",3.42
"00:17:03",3.33
"00:17:03",3.37
"00:17:04",3.45
"00:17:05",3.32
"00:17:06",3.43
"00:17:07",3.61
"00:17:08",3.56
"00:17:08",3.45
"00:17:09",3.53
"00:17:10",3.55
"00:17:11",3.34
"00:17:12",3.28
"00:17:13",3.38
"00:17:13",3.39
"00:17:14",3.55
"00:17:15",3.36
"00:17:16",3.55
"00:17:17",3.55
"00:17:18",3.53
"00:17:18",3.4
"00:17:19",3.47
"00:17:20",3.61
"00:17:21",3.55
"00:17:22",3.39
"00:17:23",3.38
"00:17:23",3.6
"00:17:24",3.63
"00:17:25",3.56
"00:17:26",3.71
"00:17:27",3.61
"00:17:28",3.5
"00:17:28",3.54
"00:17:29",3.33
"00:17:30",3.43
"00:17:31",3.57
"00:17:32",3.5
